track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
4YaU1EjXIkdRdkOI4cCZys,0.7020000000000001,0.8140000000000001,0,-7.51,0,0.0841,0.107,3.03e-05,0.374,0.503,121.993
0Fc9QSMX6fgEBgDjUax7t7,0.723,0.8370000000000001,11,-6.487,1,0.0389,0.0103,0.0004769999999999,0.0834,0.643,123.952
7AasLZ4TYgh7dbJXZxcZVE,0.742,0.8640000000000001,0,-5.06,1,0.0976,0.00141,0.00467,0.241,0.727,125.032
7p4jpmyBnOpqQ3rSGJzZ7w,0.716,0.815,10,-4.121,1,0.0533,0.108,0.0,0.163,0.351,124.975
4sLtguRBis05qfsBgJ1IdN,0.748,0.831,1,-5.029,1,0.115,0.0823,7.36e-05,0.0757,0.894,128.024
508lUjbGcPrL0CfvHC7UvI,0.816,0.833,5,-5.972,1,0.0511,0.126,9.09e-06,0.0625,0.7929999999999999,122.032
7FDaS1k08rwMoAThmzUkOZ,0.633,0.8540000000000001,0,-4.046,0,0.0432,0.0382,2.8300000000000003e-05,0.434,0.659,126.026
6m8SIT10j41SPpPFOknTmP,0.563,0.81,2,-2.9210000000000003,1,0.0522,0.00522,0.0,0.0846,0.495,129.975
5Vwgf4MVO0vLv8fbxaGGiW,0.728,0.815,11,-2.878,0,0.046,0.00223,0.000317,0.1009999999999999,0.6809999999999999,124.019
5scxjvcdozadBoRRN0UMaM,0.846,0.773,5,-3.503,1,0.0473,0.0141,2.23e-05,0.204,0.586,124.008
6oJ6le65B3SEqPwMRNXWjY,0.693,0.6779999999999999,8,-7.159,1,0.0324,0.0154,6.05e-06,0.1009999999999999,0.4039999999999999,103.952
2tilX6FUl0IwFgiOYjuc6V,0.6779999999999999,0.928,3,-3.66,0,0.0597,0.0303,3.33e-05,0.143,0.6629999999999999,116.892
3yNZ5r3LKfdmjoS3gkhUCT,0.67,0.4529999999999999,0,-11.265,1,0.295,0.252,0.33,0.1169999999999999,0.68,135.055
478QYNLw6dhTTx4oEkhBeq,0.755,0.931,1,-4.104,0,0.0606,0.132,0.0271,0.0854,0.288,122.041
3C4fzUgIP3ahkhOBdP38GM,0.622,0.8590000000000001,5,-7.626,1,0.0636,0.000609,0.746,0.0909,0.442,121.968
2k4c9ZAlIYHyXiJ4i20FO7,0.789,0.893,10,-4.364,0,0.168,0.0538,0.0,0.221,0.41,121.956
79zGYOcAe2VmJsyQiJX31a,0.64,0.838,6,-4.203,1,0.0416,0.0588,1.99e-05,0.0424,0.5870000000000001,124.081
6B2NRQjtSOtqi67d72r5cx,0.609,0.764,5,-4.564,0,0.111,0.0994,0.0,0.1969999999999999,0.531,128.082
08rBIlTMXlF5uEHobZglxv,0.64,0.992,4,-3.318,0,0.0585,0.0832,0.0083,0.109,0.479,123.951
1BmdqDrBU5eohtRwHBls6C,0.75,0.81,0,-4.607,0,0.0572,0.0917,1.59e-05,0.111,0.48,120.038
5rxKInBVj0QE87KenyDiLf,0.535,0.956,1,-2.9960000000000004,0,0.0343,0.000609,0.0109,0.262,0.12,127.984
3kgKVcBpBGuSeaEC0AZGlb,0.7659999999999999,0.7709999999999999,6,-9.108,1,0.0576,0.00407,3.76e-06,0.113,0.297,140.036
5qCrT9lVmIGxqB8i6bb83P,0.649,0.821,10,-4.952,0,0.0472,0.017,0.000347,0.0655,0.3939999999999999,125.977
3Lv3frZVXU7Q0JEFvLIzWW,0.588,0.6970000000000001,3,-4.744,0,0.0372,0.186,0.0002189999999999,0.103,0.225,125.157
2bZYJvVRN5EqIvAUFhUNls,0.355,0.789,5,-4.3580000000000005,0,0.165,0.0148,0.0,0.0355,0.1689999999999999,80.444
3utdq3dPLVD4r7Vv9BnCAI,0.542,0.84,0,-5.283,0,0.0419,0.0336,8.45e-05,0.2769999999999999,0.509,118.02
1ppOGANOzMT01Cxh9jx4hN,0.735,0.5,8,-11.297,1,0.0511,0.415,3.12e-05,0.13,0.119,126.1
5Shjuje8PRcX7ueEVajrLH,0.752,0.84,6,-4.4510000000000005,0,0.0373,0.00486,0.0109,0.0916,0.461,124.002
6wKJjrWWP4qpzYbE8oQkc4,0.748,0.903,3,-5.877000000000001,0,0.0385,0.0324,0.0,0.106,0.7509999999999999,115.018
6EDH26ppl7R8oV4tGilCkS,0.607,0.955,7,-3.613,0,0.102,0.0163,0.121,0.0725,0.501,125.984
4RaN7556EogBfF80klMEX2,0.607,0.995,9,-2.325,0,0.0487,0.0921,0.002,0.0445,0.664,124.998
1nwoWaqzB30bD4IPqRNuex,0.679,0.7859999999999999,1,-6.917999999999999,0,0.132,0.119,5.89e-06,0.2239999999999999,0.47,126.092
4fDBElPGDqZQ3rJorZTm2w,0.7140000000000001,0.8009999999999999,5,-5.8,0,0.0301,0.0204,0.00615,0.3339999999999999,0.292,124.015
6AZ21kPj2a0INgf3uCviVu,0.69,0.862,2,-4.154,1,0.0944,0.0611,1.85e-05,0.238,0.4529999999999999,121.975
3uXHSf9sSIpOJWuC1H8DiU,0.775,0.867,4,-7.388,0,0.204,0.0158,0.0117,0.0355,0.565,128.95600000000002
4Q9iBGT9b9CVTtDwsgQWnl,0.8140000000000001,0.838,11,-5.547000000000001,1,0.0763,0.001,0.0223,0.0185,0.959,121.978
6LCsZ8ARrIq0n9nr6gM2ru,0.784,0.779,8,-5.48,1,0.0387,0.0357,0.025,0.0245,0.4589999999999999,124.994
27F9FlipD657qYRQT3qxFm,0.367,0.7829999999999999,6,-4.504,1,0.154,0.00515,0.0,0.0545,0.289,88.01299999999999
6B9cqNooxIyPfr3P5EB8LA,0.609,0.83,6,-3.759,0,0.0793,0.201,6.18e-05,0.0321,0.604,117.833
05CwHjIk71RXVU40boRMnR,0.591,0.7020000000000001,7,-5.59,1,0.0289,0.225,0.0,0.414,0.501,104.003
0qc4QlcCxVTGyShurEv1UU,0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,0.6509999999999999,107.356
5icOoE6VgqFKohjWWNp0Ac,0.7909999999999999,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961
6GIRtKNXokeu25nn7U6Hu8,0.564,0.747,5,-3.374,1,0.0584,0.0728,0.0,0.151,0.7170000000000001,97.878
4PkIDTPGedm0enzdvilLNd,0.669,0.8009999999999999,8,-5.445,1,0.136,0.268,0.0,0.0594,0.541,109.919
5PYQUBXc7NYeI1obMKSJK0,0.77,0.882,8,-4.792,1,0.0602,0.1939999999999999,0.0,0.316,0.385,99.991
4Gcv5SsxnQWpmOnUI19EJk,0.513,0.7879999999999999,0,-4.629,1,0.0364,0.00968,0.0,0.11,0.2339999999999999,139.987
5YkmS18BehACOhIIeUqe6l,0.72,0.8640000000000001,0,-3.249,1,0.208,0.0856,0.0,0.16,0.659,96.048
3vQhEd4lOg4mAV6CHCgoHW,0.789,0.858,5,-4.388,1,0.0404,0.22,4.58e-05,0.335,0.491,110.012
6wo37KVqFJhtuxPTpLCcfe,0.294,0.505,3,-8.106,1,0.042,0.12,0.0,0.0977,0.357,85.33200000000001
3OTSBoYKO7HzGVj8Bu2OH9,0.665,0.799,6,-2.8680000000000003,0,0.0617,0.18,0.0,0.125,0.5,101.976
4NSW0Km5ZG60L8FthUebPJ,0.46,0.8,1,-3.584,1,0.05,0.289,6.16e-06,0.121,0.5529999999999999,102.46
1xK7enJZVdv37fnnxoZlPq,0.362,0.921,1,-3.815,0,0.486,0.123,0.0,0.19,0.529,172.19099999999997
1z1XegUChLLQfcbtIK8ABn,0.6859999999999999,0.83,8,-4.437,1,0.0369,0.0948,1.33e-06,0.182,0.486,123.032
6aoGtdWXBkYQ2O2wnyIz2x,0.618,0.66,11,-8.14,0,0.0372,0.0292,2.07e-06,0.325,0.408,105.0
5tAa8Uaqr4VvA3693mbIhU,0.665,0.6990000000000001,11,-5.265,1,0.0578,0.423,0.0,0.0969,0.585,124.896
18W92Zm1KjLCbUIszOhpkD,0.6609999999999999,0.725,6,-4.859,1,0.0563,0.0253,0.0,0.123,0.605,119.927
3D37T7euWvVJ45evRmriIh,0.5710000000000001,0.752,3,-4.872,1,0.0293,0.0196,6.92e-05,0.114,0.25,102.043
3y3brCCecHC3Db18aIOnny,0.591,0.705,9,-6.519,0,0.079,0.381,0.0001159999999999,0.131,0.27,121.799
6XqvFyJGdUD5IWee02ARKU,0.652,0.898,7,-4.481,0,0.0361,0.29,0.0,0.073,0.472,114.043
575NJxNUVDqwJGdzBrlLbv,0.706,0.855,10,-5.377000000000001,1,0.215,0.0911,0.0,0.347,0.293,107.184
70YPzqSEwJvAIQ6nMs1cjY,0.4039999999999999,0.8059999999999999,2,-4.75,1,0.0496,0.198,0.0,0.114,0.1119999999999999,148.036
7Ht0v0LWBCOEjmNQ0iMpNr,0.8759999999999999,0.856,4,-3.884,1,0.0486,0.0812,1.29e-06,0.457,0.685,121.991
6nDKrPlXdpomGBgAlO7UdP,0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001
2b1BwUGGyKq0CoJd8G1B6M,0.906,0.8320000000000001,5,-3.004,0,0.0718,0.0909,0.0,0.152,0.7509999999999999,104.03
09IStsImFySgyp0pIQdqAc,0.753,0.657,7,-3.0610000000000004,1,0.0449,0.171,0.0,0.1119999999999999,0.437,107.01
1lGVyEkGHUz7Pg78QGaS4a,0.693,0.674,5,-4.449,1,0.0723,0.185,0.0,0.0639,0.3779999999999999,95.972
6ksMjdec8b6C45TUawkAdu,0.672,0.815,1,-6.476,0,0.0981,0.00246,0.0,0.5770000000000001,0.341,115.033
1vsQb8n0icvMsFnL9663LM,0.581,0.76,0,-3.962,1,0.0406,0.16,0.0,0.183,0.523,104.099
6pooRNiLyYpxZeIA5kJ5EX,0.643,0.594,2,-5.452999999999999,1,0.0318,0.0128,0.0,0.118,0.442,144.033
5WHTFyqSii0lmT9R21abT8,0.674,0.8809999999999999,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.2339999999999999,98.994
1pBO9JDqh1y3TbCKEO1OvG,0.691,0.5379999999999999,0,-9.952,1,0.103,0.246,0.163,0.178,0.3289999999999999,99.972
1LjxmkW3xRQP2HzswhYyyc,0.6609999999999999,0.758,7,-5.299,1,0.0864,0.0797,0.0,0.106,0.387,114.098
7FCZhkhzEUVNUAlGauNKIe,0.653,0.69,1,-5.003,1,0.0756,0.109,0.0,0.136,0.652,110.214
2JoIjuzRplpYGvvLpSW2on,0.7340000000000001,0.693,0,-6.474,1,0.0361,0.0878,0.0,0.341,0.55,110.021
4PUWpNtDejQwwa80LjvxXl,0.6629999999999999,0.696,11,-5.994,1,0.0349,0.0563,6.25e-06,0.226,0.449,139.98
1nufXiTCTTAeJfO9hLHvO8,0.55,0.899,5,-3.284,0,0.0458,0.0113,9.65e-05,0.1369999999999999,0.408,125.85
1NDxZ7cFAo481dtYWdrUnR,0.703,0.868,7,-4.6610000000000005,0,0.0291,0.15,0.132,0.104,0.733,121.03
1ahVFh0ViDZr8LvkEVlq3B,0.44,0.635,11,-6.385,1,0.0326,0.129,0.0,0.121,0.327,128.13299999999998
0Ev562zA4pmUsBqjxsxxdx,0.625,0.7070000000000001,2,-4.761,1,0.0337,0.22,0.0,0.213,0.479,138.064
5l8AUgBTWuOECwVgYtaUyE,0.625,0.7190000000000001,4,-5.541,1,0.0612,0.048,0.0,0.0668,0.326,101.091
35MKhw2YBKApmD7fAnPERC,0.547,0.795,8,-3.721,1,0.0489,0.145,0.0,0.11,0.723,118.118
3Kuu5vASpXK8oRsxOvau6P,0.6729999999999999,0.596,10,-7.891,1,0.0354,0.166,0.0,0.11,0.19,123.969
7KW3XQV5Or5CF57MYVj5h4,0.6990000000000001,0.633,6,-6.547000000000001,1,0.0362,0.0453,0.0,0.1009999999999999,0.4579999999999999,123.449
3M9Apu4OZfylLTFKvgEtKa,0.647,0.726,3,-4.388999999999999,0,0.0552,0.157,0.0,0.0844,0.767,114.996
5N4erncE7kuUccm7zEmwzk,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.3379999999999999,0.505,118.159
6QcrReLyoun4xrPVsZ5OJE,0.655,0.427,2,-11.684,0,0.0799,0.295,0.00108,0.0788,0.2239999999999999,107.992
1kQhi22kyluRCnIPAXtxEZ,0.79,0.865,6,-4.159,1,0.0438,0.0264,0.0892,0.24,0.362,122.99
5cE201rNvIkryS8N1dJ5nR,0.611,0.737,0,-5.154,0,0.0476,0.0145,0.0,0.107,0.574,124.169
4AkCyd9Nlbt8JprQq9V6o2,0.726,0.763,4,-6.872000000000001,1,0.0882,0.524,2.64e-06,0.0943,0.516,128.02
48GmVZwvkoVC5StfMLfNJE,0.7140000000000001,0.705,10,-6.479,1,0.0995,0.292,0.000386,0.126,0.471,114.994
01iyINEYgPQ7ThMZuHUsqS,0.619,0.938,5,-5.245,1,0.35,0.0257,1.39e-05,0.128,0.601,94.38
6BwClo5W3VvTzJv8bvZXDD,0.575,0.8079999999999999,1,-4.578,1,0.0439,0.0446,0.0,0.0693,0.2319999999999999,127.922
108r6pnZHStBIktpyyps9w,0.768,0.8079999999999999,5,-1.818,1,0.1119999999999999,0.00627,5.33e-06,0.3429999999999999,0.664,119.971
24Hzd4FPhz0HPx9jhM9cap,0.767,0.605,6,-5.737,0,0.188,0.5589999999999999,0.000363,0.193,0.657,107.042
4aTtHoSBB0CuQGA6vXBNyp,0.466,0.612,8,-4.855,0,0.0307,0.0655,4.07e-06,0.132,0.236,128.114
0gIZLyF3MWQVcspzrLWYod,0.434,0.917,9,-3.613,0,0.0633,0.301,1.8e-05,0.289,0.622,121.967
6y1UtRcHQU07aUs3oxZ8Yn,0.7440000000000001,0.79,8,-4.617,0,0.0562,0.0547,0.000802,0.32,0.847,125.002
54z0kLF0skj0Hdb9wCqPJt,0.8370000000000001,0.818,8,-4.474,0,0.0533,0.0527,0.00642,0.11,0.484,109.993
6mPstbtzhyqKmwefY4eVWD,0.514,0.856,2,-4.285,1,0.0717,0.00123,6.34e-06,0.544,0.351,117.014
6uBhi9gBXWjanegOb2Phh0,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.1159999999999999,0.544,102.04
1Pe3Tnahd3nNcKrTvNvNvW,0.466,0.8690000000000001,3,-4.275,1,0.0529,0.0142,0.00241,0.115,0.185,126.113
4w8niZpiMy6qz1mntFA5uM,0.8420000000000001,0.8009999999999999,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881
7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.6609999999999999,95.01
2IDHoSlbG0CKH9rhq68wTb,0.647,0.624,9,-8.446,1,0.0451,0.025,0.0559999999999999,0.0616,0.477,115.002
60wwxj6Dd9NJlirf84wr2c,0.509,0.7809999999999999,8,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0
6kPJZM97LwdG9QIsT7khp6,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.659999999999999e-05,0.35,0.565,105.005
3ebXMykcMXOcLeJ9xZ17XH,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972
7iNIg7XDEaYECfWD5dJ9Va,0.743,0.733,8,-5.337000000000001,1,0.0375,0.00402,0.0,0.304,0.622,104.977
6cy3ki60hLwimwIje7tALf,0.721,0.716,10,-7.037000000000001,0,0.0657,0.0334,0.00084,0.237,0.667,104.994
5N5k9nd479b1xpDZ4usjrg,0.7809999999999999,0.768,11,-5.9910000000000005,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07
0qaWEvPkts34WF68r8Dzx9,0.737,0.828,11,-4.711,1,0.0396,0.0149,0.000583,0.0862,0.517,124.052
6jq6rcOikCZAmjliAgAmfT,0.57,0.763,1,-4.137,1,0.0573,0.0857,2.49e-06,0.0932,0.43,150.088
762UXiwEHYY97VL45sAUPR,0.551,0.6509999999999999,8,-5.827999999999999,0,0.0594,0.225,0.0,0.2239999999999999,0.562,144.875
6RUKPb4LETWmmr3iAEQktW,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.1639999999999999,0.446,103.019
7ef4DlsgrMEH11cDZd32M6,0.7909999999999999,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.5920000000000001,123.994
3zU9rdflI65tK4dkkNSp77,0.503,0.748,5,-4.124,1,0.0619,0.0305,0.0,0.3429999999999999,0.356,125.896
12GEpg2XOPyqk03JZEZnJs,0.64,0.5329999999999999,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968
4kte3OcW800TPvOVgrLLj8,0.6579999999999999,0.677,5,-6.627999999999999,1,0.0393,0.248,0.0,0.368,0.248,124.91
0lYBSQXN6rCTvUZvg9S0lU,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988
3vv9phIu6Y1vX3jcqaGz5Z,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.3429999999999999,100.001
2QtJA4gbwe1AcanB2p21aP,0.596,0.738,8,-3.109,1,0.0411,0.109,0.0,0.0947,0.461,127.961
1BltsyC5W3SAABdxyrDXwi,0.503,0.727,1,-5.456,1,0.1669999999999999,0.0159,9.45e-05,0.0895,0.521,121.985
3tTYxjYYcXFqFXA0AZ1Fav,0.609,0.726,5,-4.346,0,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958
09CtPGIpYB4BrO8qb1RGsF,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945
0azC730Exh71aQlOt9Zj3y,0.63,0.928,9,-2.787,0,0.0331,0.1989999999999999,0.124,0.148,0.465,123.963
4h8VwCb1MTGoLKueQ1WgbD,0.532,0.7829999999999999,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08
0E9ZjEAyAwOXZ7wJC0PD33,0.6940000000000001,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905
0lHAMNU8RGiIObScrsRgmP,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062
0n8ob8S72lvznoVfiwz4qL,0.432,0.74,7,-5.053,1,0.062,0.0342,6.59e-06,0.14,0.193,139.42
4r6eNCsrZnQWJzzvFh4nlg,0.638,0.8320000000000001,8,-5.039,1,0.049,0.141,0.0,0.113,0.648,124.071
0GzmMQizDeA2NVMUaZksv0,0.759,0.716,11,-6.36,0,0.0818,0.0223,0.0,0.231,0.469,105.009
1MlAkYV0nbRKWhhfvTt3zc,0.614,0.8320000000000001,11,-3.419,0,0.0522,0.11,0.0,0.185,0.429,129.03799999999998
1WkMMavIMc4JZ8cfMmxHkI,0.669,0.8320000000000001,0,-5.72,1,0.0682,0.0106,0.0,0.0968,0.7,113.035
7C7yqFTM0ncyJ04GIKrxdV,0.7020000000000001,0.7809999999999999,0,-4.081,1,0.03,0.433,0.0,0.135,0.382,102.997
0WfKDYeUAoLA3vdvLKKWMW,0.851,0.8059999999999999,4,-4.618,1,0.0786,0.12,1.33e-06,0.121,0.7759999999999999,119.001
22mek4IiqubGD9ctzxc69s,0.738,0.868,11,-4.373,0,0.0731,0.0389,0.00171,0.3879999999999999,0.336,122.003
61ZM92T2zaXIVsqncThQzC,0.57,0.672,8,-5.89,0,0.0723,0.177,0.0,0.0768,0.4479999999999999,120.019
6TnxdnJcZIwCWiCHq5Qds0,0.67,0.89,5,-3.785,0,0.0576,0.122,0.0,0.3329999999999999,0.568,124.967
2aFAmDBycyEnj3lcS95JMe,0.708,0.727,9,-7.647,1,0.0389,0.0201,0.6759999999999999,0.37,0.512,120.012
0Npijoc6ZcUe1devUugKvI,0.654,0.787,4,-4.999,1,0.0502,0.00515,0.0,0.144,0.409,123.978
5gwLIRjGFf3hXuHoKEsWLg,0.945,0.584,6,-7.649,0,0.044,0.0955,0.341,0.147,0.626,124.996
3d4lc8esnUl7Bx9J9d9oty,0.7040000000000001,0.929,0,-4.447,1,0.0395,0.0395,0.0249,0.181,0.633,126.055
0U6bQIAh6MCGo1xjbIIx2S,0.765,0.906,8,-2.097,0,0.0965,0.125,0.0,0.423,0.95,96.071
3oIVK7arAFuUOCGafPLxSC,0.682,0.855,7,-3.282,1,0.0401,0.0566,1e-06,0.1009999999999999,0.304,124.004
2I4jAMEOEUQD5V1byYCqNS,0.627,0.662,7,-7.104,0,0.0349,0.0922,0.000166,0.143,0.596,124.039
59QmL8ygKtVfMHmPx3GaBX,0.762,0.736,7,-7.66,1,0.0778,0.135,0.0538,0.113,0.248,126.007
5EdYlCWou17k0N1PADLKfO,0.5770000000000001,0.8440000000000001,7,-3.364,1,0.0406,0.00407,6.13e-06,0.499,0.283,115.066
5MvsfUN0H79C24t3fPepeL,0.632,0.816,8,-4.584,1,0.0349,0.00205,0.106,0.119,0.134,127.95
7CHi4DtfK4heMlQaudCuHK,0.598,0.526,10,-8.658999999999999,0,0.0415,0.129,0.0,0.14,0.529,123.935
1CW7tYkpJ95c7bQkRf6CcK,0.825,0.841,0,-6.433,1,0.135,0.0906,0.00411,0.258,0.616,126.026
4bSFPMXKYaCoBhzJv276zl,0.63,0.731,6,-4.985,1,0.0352,0.0191,7.82e-06,0.7040000000000001,0.46,119.997
5AFrctm65wWIqJsjHPPx85,0.795,0.899,0,-4.202,1,0.0685,0.00235,0.000392,0.1989999999999999,0.3289999999999999,125.978
3DsjHcLYMExprXJECT4QQP,0.529,0.7170000000000001,6,-7.049,0,0.24,0.123,0.000707,0.0363,0.481,103.99
7FjZU7XFs7P9jHI9Z0yRhK,0.7,0.872,10,-5.896,1,0.0666,0.121,7.08e-06,0.103,0.7609999999999999,125.03
5ijpy4l0nKZPIKHui6SQfE,0.7909999999999999,0.541,1,-7.14,1,0.054,0.123,4.74e-05,0.121,0.433,115.987
6j8eH9frh703HaGBaSRS6u,0.904,0.633,0,-5.545,1,0.0958,0.203,0.000266,0.163,0.492,121.995
79Vz5MNH7Qe4F7hPKT8tPz,0.7440000000000001,0.725,11,-6.055,1,0.0303,0.018,9.29e-06,0.212,0.904,118.034
65mOk4n0tfrMysFXu12ufx,0.772,0.687,9,-6.348,0,0.211,0.0528,0.0,0.8340000000000001,0.59,118.116
4w5Grfxx5Rpup6mo5v6bW0,0.706,0.524,6,-8.804,1,0.026,0.127,0.00129,0.109,0.296,111.991
3uiQZlSlSDRduWLFBTSEot,0.664,0.6990000000000001,11,-7.115,0,0.27,0.0352,0.0,0.0612,0.252,122.019
29ikXeGM6kScvhvqfvgiwO,0.7809999999999999,0.745,1,-4.942,0,0.0374,0.0814,9.71e-05,0.106,0.498,110.051
2Eld7kejX6FH9OptVyKQak,0.789,0.547,9,-8.738,0,0.0748,0.072,9.21e-05,0.0782,0.48,120.024
3BOcWxFUURAomDXRSDFve4,0.575,0.8079999999999999,1,-4.578,1,0.0439,0.0446,0.0,0.0693,0.2319999999999999,127.922
4YhN72dRYL2Z3MsaKyT7rS,0.669,0.797,9,-5.68,0,0.0624,0.259,0.0,0.1989999999999999,0.552,119.865
7DQ5CZjAQdhgDgdnSXxJ7Z,0.5670000000000001,0.946,5,-2.245,0,0.0541,0.0978,1.37e-06,0.0836,0.295,104.983
2aXA9aQfrqaOi1Wy3NfSZI,0.653,0.757,3,-3.642,1,0.0555,0.0997,0.0,0.242,0.233,128.015
62XCV3AmCMkPa9X5mCim8O,0.721,0.779,6,-4.239,0,0.0606,0.142,0.0,0.143,0.327,110.026
